sheet,cell,row,column,technical_type,value,classification,confidence,used_by_formulas,reason,number_format,context
Etat_Trésorerie FD,D58,58,4,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ","B56=Produits/Cession d'immob. | D56=0 | E56=0 | F56=0 | B57=Récup.Dépôts/Cautions,Prêts LMT,Fourieres zebu… | D57==-AN!D212 | E57==-AN!E212 | F57==-AN!F212 | B58=-Placements/+Déblocage de Trésor.CT | E58=0 | F58=0 | B59=AUTRES  RESOURCES | C59=TOTAL | D59==SUM(D55:D58) | E59==SUM(E55:E58) | F59==SUM(F55:F58) | B60=Paiements d'investissements | D60==-(AN!D74) | E60==-(AN!E74) | F60==-(AN!F74)"
Etat_Trésorerie FD,E58,58,5,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",D56=0 | E56=0 | F56=0 | G56=0 | D57==-AN!D212 | E57==-AN!E212 | F57==-AN!F212 | G57==-AN!G212 | D58=0 | F58=0 | G58=0 | C59=TOTAL | D59==SUM(D55:D58) | E59==SUM(E55:E58) | F59==SUM(F55:F58) | G59==SUM(G55:G58) | D60==-(AN!D74) | E60==-(AN!E74) | F60==-(AN!F74) | G60==-(AN!G74)
Etat_Trésorerie FD,F58,58,6,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",D56=0 | E56=0 | F56=0 | G56=0 | H56=0 | D57==-AN!D212 | E57==-AN!E212 | F57==-AN!F212 | G57==-AN!G212 | H57==-AN!H212 | D58=0 | E58=0 | G58=0 | H58=0 | D59==SUM(D55:D58) | E59==SUM(E55:E58) | F59==SUM(F55:F58) | G59==SUM(G55:G58) | H59==SUM(H55:H58) | D60==-(AN!D74) | E60==-(AN!E74) | F60==-(AN!F74) | G60==-(AN!G74) | H60==-(AN!H74)
Etat_Trésorerie FD,G58,58,7,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",E56=0 | F56=0 | G56=0 | H56=0 | I56=0 | E57==-AN!E212 | F57==-AN!F212 | G57==-AN!G212 | H57==-AN!H212 | I57==-AN!I212 | E58=0 | F58=0 | H58=0 | I58=0 | E59==SUM(E55:E58) | F59==SUM(F55:F58) | G59==SUM(G55:G58) | H59==SUM(H55:H58) | I59==SUM(I55:I58) | E60==-(AN!E74) | F60==-(AN!F74) | G60==-(AN!G74) | H60==-(AN!H74) | I60==-(AN!I74)
Etat_Trésorerie FD,H58,58,8,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",F56=0 | G56=0 | H56=0 | I56=0 | J56=0 | F57==-AN!F212 | G57==-AN!G212 | H57==-AN!H212 | I57==-AN!I212 | J57==-AN!J212 | F58=0 | G58=0 | I58=0 | J58=0 | F59==SUM(F55:F58) | G59==SUM(G55:G58) | H59==SUM(H55:H58) | I59==SUM(I55:I58) | J59==SUM(J55:J58) | F60==-(AN!F74) | G60==-(AN!G74) | H60==-(AN!H74) | I60==-(AN!I74) | J60==-(AN!J74)
Etat_Trésorerie FD,I58,58,9,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",G56=0 | H56=0 | I56=0 | J56=0 | K56=0 | G57==-AN!G212 | H57==-AN!H212 | I57==-AN!I212 | J57==-AN!J212 | K57==-AN!K212 | G58=0 | H58=0 | J58=0 | K58=0 | G59==SUM(G55:G58) | H59==SUM(H55:H58) | I59==SUM(I55:I58) | J59==SUM(J55:J58) | K59==SUM(K55:K58) | G60==-(AN!G74) | H60==-(AN!H74) | I60==-(AN!I74) | J60==-(AN!J74) | K60==-(AN!K74)
Etat_Trésorerie FD,J58,58,10,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",H56=0 | I56=0 | J56=0 | K56=0 | L56=0 | H57==-AN!H212 | I57==-AN!I212 | J57==-AN!J212 | K57==-AN!K212 | L57==-AN!L212 | H58=0 | I58=0 | K58=0 | L58=0 | H59==SUM(H55:H58) | I59==SUM(I55:I58) | J59==SUM(J55:J58) | K59==SUM(K55:K58) | L59==SUM(L55:L58) | H60==-(AN!H74) | I60==-(AN!I74) | J60==-(AN!J74) | K60==-(AN!K74) | L60==-(AN!L74)
Etat_Trésorerie FD,K58,58,11,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",I56=0 | J56=0 | K56=0 | L56=0 | M56=0 | I57==-AN!I212 | J57==-AN!J212 | K57==-AN!K212 | L57==-AN!L212 | M57==-AN!M212 | I58=0 | J58=0 | L58=0 | M58=0 | I59==SUM(I55:I58) | J59==SUM(J55:J58) | K59==SUM(K55:K58) | L59==SUM(L55:L58) | M59==SUM(M55:M58) | I60==-(AN!I74) | J60==-(AN!J74) | K60==-(AN!K74) | L60==-(AN!L74) | M60==-(AN!M74)
Etat_Trésorerie FD,L58,58,12,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",J56=0 | K56=0 | L56=0 | M56=0 | N56=0 | J57==-AN!J212 | K57==-AN!K212 | L57==-AN!L212 | M57==-AN!M212 | N57==-AN!N212 | J58=0 | K58=0 | M58=0 | N58=0 | J59==SUM(J55:J58) | K59==SUM(K55:K58) | L59==SUM(L55:L58) | M59==SUM(M55:M58) | N59==SUM(N55:N58) | J60==-(AN!J74) | K60==-(AN!K74) | L60==-(AN!L74) | M60==-(AN!M74) | N60==-(AN!N74)
Etat_Trésorerie FD,M58,58,13,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",K56=0 | L56=0 | M56=0 | N56=0 | O56=0 | K57==-AN!K212 | L57==-AN!L212 | M57==-AN!M212 | N57==-AN!N212 | O57==-AN!O212 | K58=0 | L58=0 | N58=0 | O58=0 | K59==SUM(K55:K58) | L59==SUM(L55:L58) | M59==SUM(M55:M58) | N59==SUM(N55:N58) | O59==SUM(O55:O58) | K60==-(AN!K74) | L60==-(AN!L74) | M60==-(AN!M74) | N60==-(AN!N74) | O60==-(AN!O74)
Etat_Trésorerie FD,N58,58,14,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",L56=0 | M56=0 | N56=0 | O56=0 | P56==SUM(D56:O56) | L57==-AN!L212 | M57==-AN!M212 | N57==-AN!N212 | O57==-AN!O212 | P57==SUM(D57:O57) | L58=0 | M58=0 | O58=0 | P58==SUM(D58:O58) | L59==SUM(L55:L58) | M59==SUM(M55:M58) | N59==SUM(N55:N58) | O59==SUM(O55:O58) | P59==SUM(P55:P58) | L60==-(AN!L74) | M60==-(AN!M74) | N60==-(AN!N74) | O60==-(AN!O74) | P60==-(AN!P74)
Etat_Trésorerie FD,O58,58,15,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",M56=0 | N56=0 | O56=0 | P56==SUM(D56:O56) | M57==-AN!M212 | N57==-AN!N212 | O57==-AN!O212 | P57==SUM(D57:O57) | M58=0 | N58=0 | P58==SUM(D58:O58) | M59==SUM(M55:M58) | N59==SUM(N55:N58) | O59==SUM(O55:O58) | P59==SUM(P55:P58) | M60==-(AN!M74) | N60==-(AN!N74) | O60==-(AN!O74) | P60==-(AN!P74)
Etat_Trésorerie FD,D63,63,4,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ","B61=Autres décaissements | D61==-AN!D155 | E61==-AN!E155 | F61==-AN!F155 | B62=Remboursement Emprunts LT | D62==-AN!D60 | E62==-AN!E60 | F62==-AN!F60 | B63=Remboursement Crédits Court Terme (Découv.,…) | E63=0 | F63=0 | B64=Impôts sur Société (Solde+acptes) | D64==-AN!D115+AN!D185 | E64==-AN!E115+AN!E185 | F64==-AN!F115+AN!F185 | B65=Paiement Prêts LMT, Dép.&Caut., Autres Créances | D65=0 | E65=0 | F65=0"
Etat_Trésorerie FD,E63,63,5,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",D61==-AN!D155 | E61==-AN!E155 | F61==-AN!F155 | G61==-AN!G155 | D62==-AN!D60 | E62==-AN!E60 | F62==-AN!F60 | G62==-AN!G60 | D63=0 | F63=0 | G63=0 | D64==-AN!D115+AN!D185 | E64==-AN!E115+AN!E185 | F64==-AN!F115+AN!F185 | G64==-AN!G115+AN!G185 | D65=0 | E65=0 | F65=0 | G65=0
Etat_Trésorerie FD,F63,63,6,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",D61==-AN!D155 | E61==-AN!E155 | F61==-AN!F155 | G61==-AN!G155 | H61==-AN!H155 | D62==-AN!D60 | E62==-AN!E60 | F62==-AN!F60 | G62==-AN!G60 | H62==-AN!H60 | D63=0 | E63=0 | G63=0 | H63=0 | D64==-AN!D115+AN!D185 | E64==-AN!E115+AN!E185 | F64==-AN!F115+AN!F185 | G64==-AN!G115+AN!G185 | H64==-AN!H115+AN!H185 | D65=0 | E65=0 | F65=0 | G65=0 | H65=0
Etat_Trésorerie FD,G63,63,7,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",E61==-AN!E155 | F61==-AN!F155 | G61==-AN!G155 | H61==-AN!H155 | I61==-AN!I155 | E62==-AN!E60 | F62==-AN!F60 | G62==-AN!G60 | H62==-AN!H60 | I62==-AN!I60 | E63=0 | F63=0 | H63=0 | I63=0 | E64==-AN!E115+AN!E185 | F64==-AN!F115+AN!F185 | G64==-AN!G115+AN!G185 | H64==-AN!H115+AN!H185 | I64==-AN!I115+AN!I185 | E65=0 | F65=0 | G65=0 | H65=0 | I65=0
Etat_Trésorerie FD,H63,63,8,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",F61==-AN!F155 | G61==-AN!G155 | H61==-AN!H155 | I61==-AN!I155 | J61==-AN!J155 | F62==-AN!F60 | G62==-AN!G60 | H62==-AN!H60 | I62==-AN!I60 | J62==-AN!J60 | F63=0 | G63=0 | I63=0 | J63=0 | F64==-AN!F115+AN!F185 | G64==-AN!G115+AN!G185 | H64==-AN!H115+AN!H185 | I64==-AN!I115+AN!I185 | J64==-AN!J115+AN!J185 | F65=0 | G65=0 | H65=0 | I65=0 | J65=0
Etat_Trésorerie FD,I63,63,9,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",G61==-AN!G155 | H61==-AN!H155 | I61==-AN!I155 | J61==-AN!J155 | K61==-AN!K155 | G62==-AN!G60 | H62==-AN!H60 | I62==-AN!I60 | J62==-AN!J60 | K62==-AN!K60 | G63=0 | H63=0 | J63=0 | K63=0 | G64==-AN!G115+AN!G185 | H64==-AN!H115+AN!H185 | I64==-AN!I115+AN!I185 | J64==-AN!J115+AN!J185 | K64==-AN!K115+AN!K185 | G65=0 | H65=0 | I65=0 | J65=0 | K65=0
Etat_Trésorerie FD,J63,63,10,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",H61==-AN!H155 | I61==-AN!I155 | J61==-AN!J155 | K61==-AN!K155 | L61==-AN!L155 | H62==-AN!H60 | I62==-AN!I60 | J62==-AN!J60 | K62==-AN!K60 | L62==-AN!L60 | H63=0 | I63=0 | K63=0 | L63=0 | H64==-AN!H115+AN!H185 | I64==-AN!I115+AN!I185 | J64==-AN!J115+AN!J185 | K64==-AN!K115+AN!K185 | L64==-AN!L115+AN!L185 | H65=0 | I65=0 | J65=0 | K65=0 | L65=0
Etat_Trésorerie FD,K63,63,11,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",I61==-AN!I155 | J61==-AN!J155 | K61==-AN!K155 | L61==-AN!L155 | M61==-AN!M155 | I62==-AN!I60 | J62==-AN!J60 | K62==-AN!K60 | L62==-AN!L60 | M62==-AN!M60 | I63=0 | J63=0 | L63=0 | M63=0 | I64==-AN!I115+AN!I185 | J64==-AN!J115+AN!J185 | K64==-AN!K115+AN!K185 | L64==-AN!L115+AN!L185 | M64==-AN!M115+AN!M185 | I65=0 | J65=0 | K65=0 | L65=0 | M65=0
Etat_Trésorerie FD,L63,63,12,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",J61==-AN!J155 | K61==-AN!K155 | L61==-AN!L155 | M61==-AN!M155 | N61==-AN!N155 | J62==-AN!J60 | K62==-AN!K60 | L62==-AN!L60 | M62==-AN!M60 | N62==-AN!N60 | J63=0 | K63=0 | M63=0 | N63=0 | J64==-AN!J115+AN!J185 | K64==-AN!K115+AN!K185 | L64==-AN!L115+AN!L185 | M64==-AN!M115+AN!M185 | N64==-AN!N115+AN!N185 | J65=0 | K65=0 | L65=0 | M65=0 | N65=0
Etat_Trésorerie FD,M63,63,13,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",K61==-AN!K155 | L61==-AN!L155 | M61==-AN!M155 | N61==-AN!N155 | O61==-AN!O155 | K62==-AN!K60 | L62==-AN!L60 | M62==-AN!M60 | N62==-AN!N60 | O62==-AN!O60 | K63=0 | L63=0 | N63=0 | O63=0 | K64==-AN!K115+AN!K185 | L64==-AN!L115+AN!L185 | M64==-AN!M115+AN!M185 | N64==-AN!N115+AN!N185 | O64==-AN!O115+AN!O185 | K65=0 | L65=0 | M65=0 | N65=0 | O65=0
Etat_Trésorerie FD,N63,63,14,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",L61==-AN!L155 | M61==-AN!M155 | N61==-AN!N155 | O61==-AN!O155 | P61==SUM(D61:O61) | L62==-AN!L60 | M62==-AN!M60 | N62==-AN!N60 | O62==-AN!O60 | P62==SUM(D62:O62) | L63=0 | M63=0 | O63=0 | P63==SUM(D63:O63) | L64==-AN!L115+AN!L185 | M64==-AN!M115+AN!M185 | N64==-AN!N115+AN!N185 | O64==-AN!O115+AN!O185 | P64==SUM(D64:O64) | L65=0 | M65=0 | N65=0 | O65=0 | P65==SUM(D65:O65)
Etat_Trésorerie FD,O63,63,15,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",M61==-AN!M155 | N61==-AN!N155 | O61==-AN!O155 | P61==SUM(D61:O61) | M62==-AN!M60 | N62==-AN!N60 | O62==-AN!O60 | P62==SUM(D62:O62) | M63=0 | N63=0 | P63==SUM(D63:O63) | M64==-AN!M115+AN!M185 | N64==-AN!N115+AN!N185 | O64==-AN!O115+AN!O185 | P64==SUM(D64:O64) | M65=0 | N65=0 | O65=0 | P65==SUM(D65:O65)
Etat_Trésorerie FD,D65,65,4,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ","B63=Remboursement Crédits Court Terme (Découv.,…) | D63=0 | E63=0 | F63=0 | B64=Impôts sur Société (Solde+acptes) | D64==-AN!D115+AN!D185 | E64==-AN!E115+AN!E185 | F64==-AN!F115+AN!F185 | B65=Paiement Prêts LMT, Dép.&Caut., Autres Créances | E65=0 | F65=0 | D66=0 | E66=0 | F66=0 | B67=AUTRES  EMPLOIS | C67=TOTAL | D67==SUM(D60:D66) | E67==SUM(E60:E66) | F67==SUM(F60:F66)"
Etat_Trésorerie FD,E65,65,5,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",D63=0 | E63=0 | F63=0 | G63=0 | D64==-AN!D115+AN!D185 | E64==-AN!E115+AN!E185 | F64==-AN!F115+AN!F185 | G64==-AN!G115+AN!G185 | D65=0 | F65=0 | G65=0 | D66=0 | E66=0 | F66=0 | G66=0 | C67=TOTAL | D67==SUM(D60:D66) | E67==SUM(E60:E66) | F67==SUM(F60:F66) | G67==SUM(G60:G66)
Etat_Trésorerie FD,F65,65,6,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",D63=0 | E63=0 | F63=0 | G63=0 | H63=0 | D64==-AN!D115+AN!D185 | E64==-AN!E115+AN!E185 | F64==-AN!F115+AN!F185 | G64==-AN!G115+AN!G185 | H64==-AN!H115+AN!H185 | D65=0 | E65=0 | G65=0 | H65=0 | D66=0 | E66=0 | F66=0 | G66=0 | H66=0 | D67==SUM(D60:D66) | E67==SUM(E60:E66) | F67==SUM(F60:F66) | G67==SUM(G60:G66) | H67==SUM(H60:H66)
Etat_Trésorerie FD,G65,65,7,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",E63=0 | F63=0 | G63=0 | H63=0 | I63=0 | E64==-AN!E115+AN!E185 | F64==-AN!F115+AN!F185 | G64==-AN!G115+AN!G185 | H64==-AN!H115+AN!H185 | I64==-AN!I115+AN!I185 | E65=0 | F65=0 | H65=0 | I65=0 | E66=0 | F66=0 | G66=0 | H66=0 | I66=0 | E67==SUM(E60:E66) | F67==SUM(F60:F66) | G67==SUM(G60:G66) | H67==SUM(H60:H66) | I67==SUM(I60:I66)
Etat_Trésorerie FD,H65,65,8,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",F63=0 | G63=0 | H63=0 | I63=0 | J63=0 | F64==-AN!F115+AN!F185 | G64==-AN!G115+AN!G185 | H64==-AN!H115+AN!H185 | I64==-AN!I115+AN!I185 | J64==-AN!J115+AN!J185 | F65=0 | G65=0 | I65=0 | J65=0 | F66=0 | G66=0 | H66=0 | I66=0 | J66=0 | F67==SUM(F60:F66) | G67==SUM(G60:G66) | H67==SUM(H60:H66) | I67==SUM(I60:I66) | J67==SUM(J60:J66)
Etat_Trésorerie FD,I65,65,9,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",G63=0 | H63=0 | I63=0 | J63=0 | K63=0 | G64==-AN!G115+AN!G185 | H64==-AN!H115+AN!H185 | I64==-AN!I115+AN!I185 | J64==-AN!J115+AN!J185 | K64==-AN!K115+AN!K185 | G65=0 | H65=0 | J65=0 | K65=0 | G66=0 | H66=0 | I66=0 | J66=0 | K66=0 | G67==SUM(G60:G66) | H67==SUM(H60:H66) | I67==SUM(I60:I66) | J67==SUM(J60:J66) | K67==SUM(K60:K66)
Etat_Trésorerie FD,J65,65,10,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",H63=0 | I63=0 | J63=0 | K63=0 | L63=0 | H64==-AN!H115+AN!H185 | I64==-AN!I115+AN!I185 | J64==-AN!J115+AN!J185 | K64==-AN!K115+AN!K185 | L64==-AN!L115+AN!L185 | H65=0 | I65=0 | K65=0 | L65=0 | H66=0 | I66=0 | J66=0 | K66=0 | L66=0 | H67==SUM(H60:H66) | I67==SUM(I60:I66) | J67==SUM(J60:J66) | K67==SUM(K60:K66) | L67==SUM(L60:L66)
Etat_Trésorerie FD,K65,65,11,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",I63=0 | J63=0 | K63=0 | L63=0 | M63=0 | I64==-AN!I115+AN!I185 | J64==-AN!J115+AN!J185 | K64==-AN!K115+AN!K185 | L64==-AN!L115+AN!L185 | M64==-AN!M115+AN!M185 | I65=0 | J65=0 | L65=0 | M65=0 | I66=0 | J66=0 | K66=0 | L66=0 | M66=0 | I67==SUM(I60:I66) | J67==SUM(J60:J66) | K67==SUM(K60:K66) | L67==SUM(L60:L66) | M67==SUM(M60:M66)
Etat_Trésorerie FD,L65,65,12,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",J63=0 | K63=0 | L63=0 | M63=0 | N63=0 | J64==-AN!J115+AN!J185 | K64==-AN!K115+AN!K185 | L64==-AN!L115+AN!L185 | M64==-AN!M115+AN!M185 | N64==-AN!N115+AN!N185 | J65=0 | K65=0 | M65=0 | N65=0 | J66=0 | K66=0 | L66=0 | M66=0 | N66=0 | J67==SUM(J60:J66) | K67==SUM(K60:K66) | L67==SUM(L60:L66) | M67==SUM(M60:M66) | N67==SUM(N60:N66)
Etat_Trésorerie FD,M65,65,13,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",K63=0 | L63=0 | M63=0 | N63=0 | O63=0 | K64==-AN!K115+AN!K185 | L64==-AN!L115+AN!L185 | M64==-AN!M115+AN!M185 | N64==-AN!N115+AN!N185 | O64==-AN!O115+AN!O185 | K65=0 | L65=0 | N65=0 | O65=0 | K66=0 | L66=0 | M66=0 | N66=0 | O66=0 | K67==SUM(K60:K66) | L67==SUM(L60:L66) | M67==SUM(M60:M66) | N67==SUM(N60:N66) | O67==SUM(O60:O66)
Etat_Trésorerie FD,N65,65,14,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",L63=0 | M63=0 | N63=0 | O63=0 | P63==SUM(D63:O63) | L64==-AN!L115+AN!L185 | M64==-AN!M115+AN!M185 | N64==-AN!N115+AN!N185 | O64==-AN!O115+AN!O185 | P64==SUM(D64:O64) | L65=0 | M65=0 | O65=0 | P65==SUM(D65:O65) | L66=0 | M66=0 | N66=0 | O66=0 | P66==SUM(D66:O66) | L67==SUM(L60:L66) | M67==SUM(M60:M66) | N67==SUM(N60:N66) | O67==SUM(O60:O66) | P67==SUM(P60:P66)
Etat_Trésorerie FD,O65,65,15,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ",M63=0 | N63=0 | O63=0 | P63==SUM(D63:O63) | M64==-AN!M115+AN!M185 | N64==-AN!N115+AN!N185 | O64==-AN!O115+AN!O185 | P64==SUM(D64:O64) | M65=0 | N65=0 | P65==SUM(D65:O65) | M66=0 | N66=0 | O66=0 | P66==SUM(D66:O66) | M67==SUM(M60:M66) | N67==SUM(N60:N66) | O67==SUM(O60:O66) | P67==SUM(P60:P66)
Etat_Trésorerie FD,D66,66,4,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ","B64=Impôts sur Société (Solde+acptes) | D64==-AN!D115+AN!D185 | E64==-AN!E115+AN!E185 | F64==-AN!F115+AN!F185 | B65=Paiement Prêts LMT, Dép.&Caut., Autres Créances | D65=0 | E65=0 | F65=0 | E66=0 | F66=0 | B67=AUTRES  EMPLOIS | C67=TOTAL | D67==SUM(D60:D66) | E67==SUM(E60:E66) | F67==SUM(F60:F66) | B68=DIFFERENCE   G - H | D68==SUM(D67,D59) | E68==SUM(E67,E59) | F68==SUM(F67,F59)"
Etat_Trésorerie FD,E66,66,5,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ","D64==-AN!D115+AN!D185 | E64==-AN!E115+AN!E185 | F64==-AN!F115+AN!F185 | G64==-AN!G115+AN!G185 | D65=0 | E65=0 | F65=0 | G65=0 | D66=0 | F66=0 | G66=0 | C67=TOTAL | D67==SUM(D60:D66) | E67==SUM(E60:E66) | F67==SUM(F60:F66) | G67==SUM(G60:G66) | D68==SUM(D67,D59) | E68==SUM(E67,E59) | F68==SUM(F67,F59) | G68==SUM(G67,G59)"
Etat_Trésorerie FD,F66,66,6,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ","D64==-AN!D115+AN!D185 | E64==-AN!E115+AN!E185 | F64==-AN!F115+AN!F185 | G64==-AN!G115+AN!G185 | H64==-AN!H115+AN!H185 | D65=0 | E65=0 | F65=0 | G65=0 | H65=0 | D66=0 | E66=0 | G66=0 | H66=0 | D67==SUM(D60:D66) | E67==SUM(E60:E66) | F67==SUM(F60:F66) | G67==SUM(G60:G66) | H67==SUM(H60:H66) | D68==SUM(D67,D59) | E68==SUM(E67,E59) | F68==SUM(F67,F59) | G68==SUM(G67,G59) | H68==SUM(H67,H59)"
Etat_Trésorerie FD,G66,66,7,NUMBER,0,CANDIDATE_INPUT,MEDIUM,0,Constante numérique non calculée ; validation métier nécessaire,"#,##0.00_ ;[Red]\-#,##0.00\ ","E64==-AN!E115+AN!E185 | F64==-AN!F115+AN!F185 | G64==-AN!G115+AN!G185 | H64==-AN!H115+AN!H185 | I64==-AN!I115+AN!I185 | E65=0 | F65=0 | G65=0 | H65=0 | I65=0 | E66=0 | F66=0 | H66=0 | I66=0 | E67==SUM(E60:E66) | F67==SUM(F60:F66) | G67==SUM(G60:G66) | H67==SUM(H60:H66) | I67==SUM(I60:I66) | E68==SUM(E67,E59) | F68==SUM(F67,F59) | G68==SUM(G67,G59) | H68==SUM(H67,H59) | I68==SUM(I67,I59)"
